"","ID","symboling","name","fueltypes","aspiration","doornumbers","carbody","drivewheels","enginelocation","enginetype","cylindernumber","fuelsystem","wheelbase","carlength","carwidth","carheight","curbweight","enginesize","boreratio","stroke","compressionratio","horsepower","peakrpm","citympg","highwaympg","price"
"156",156,0,"toyota carina","gas","std","four","wagon","4wd","front","ohc","four","2bbl",95.7,169.7,63.6,59.1,3110,92,3.05,3.03,9,62,4800,27,32,8778
"157",157,0,"toyota mark ii","gas","std","four","sedan","fwd","front","ohc","four","2bbl",95.7,166.3,64.4,53,2081,98,3.19,3.03,9,70,4800,30,37,6938
"158",158,0,"toyota corolla 1200","gas","std","four","hatchback","fwd","front","ohc","four","2bbl",95.7,166.3,64.4,52.8,2109,98,3.19,3.03,9,70,4800,30,37,7198
"159",159,0,"toyota corona","diesel","std","four","sedan","fwd","front","ohc","four","idi",95.7,166.3,64.4,53,2275,110,3.27,3.35,22.5,56,4500,34,36,7898
"160",160,0,"toyota corolla","diesel","std","four","hatchback","fwd","front","ohc","four","idi",95.7,166.3,64.4,52.8,2275,110,3.27,3.35,22.5,56,4500,38,47,7788
"161",161,0,"toyota corona","gas","std","four","sedan","fwd","front","ohc","four","2bbl",95.7,166.3,64.4,53,2094,98,3.19,3.03,9,70,4800,38,47,7738
"162",162,0,"toyota corolla","gas","std","four","hatchback","fwd","front","ohc","four","2bbl",95.7,166.3,64.4,52.8,2122,98,3.19,3.03,9,70,4800,28,34,8358
"163",163,0,"toyota mark ii","gas","std","four","sedan","fwd","front","ohc","four","2bbl",95.7,166.3,64.4,52.8,2140,98,3.19,3.03,9,70,4800,28,34,9258
"164",164,1,"toyota corolla liftback","gas","std","two","sedan","rwd","front","ohc","four","2bbl",94.5,168.7,64,52.6,2169,98,3.19,3.03,9,70,4800,29,34,8058
"165",165,1,"toyota corona","gas","std","two","hatchback","rwd","front","ohc","four","2bbl",94.5,168.7,64,52.6,2204,98,3.19,3.03,9,70,4800,29,34,8238
"166",166,1,"toyota celica gt liftback","gas","std","two","sedan","rwd","front","dohc","four","mpfi",94.5,168.7,64,52.6,2265,98,3.24,3.08,9.4,112,6600,26,29,9298
"167",167,1,"toyota corolla tercel","gas","std","two","hatchback","rwd","front","dohc","four","mpfi",94.5,168.7,64,52.6,2300,98,3.24,3.08,9.4,112,6600,26,29,9538
"168",168,2,"toyota corona liftback","gas","std","two","hardtop","rwd","front","ohc","four","mpfi",98.4,176.2,65.6,52,2540,146,3.62,3.5,9.3,116,4800,24,30,8449
"169",169,2,"toyota corolla","gas","std","two","hardtop","rwd","front","ohc","four","mpfi",98.4,176.2,65.6,52,2536,146,3.62,3.5,9.3,116,4800,24,30,9639
"170",170,2,"toyota starlet","gas","std","two","hatchback","rwd","front","ohc","four","mpfi",98.4,176.2,65.6,52,2551,146,3.62,3.5,9.3,116,4800,24,30,9989
"171",171,2,"toyota tercel","gas","std","two","hardtop","rwd","front","ohc","four","mpfi",98.4,176.2,65.6,52,2679,146,3.62,3.5,9.3,116,4800,24,30,11199
"172",172,2,"toyota corolla","gas","std","two","hatchback","rwd","front","ohc","four","mpfi",98.4,176.2,65.6,52,2714,146,3.62,3.5,9.3,116,4800,24,30,11549
"173",173,2,"toyota cressida","gas","std","two","convertible","rwd","front","ohc","four","mpfi",98.4,176.2,65.6,53,2975,146,3.62,3.5,9.3,116,4800,24,30,17669
"174",174,-1,"toyota corolla","gas","std","four","sedan","fwd","front","ohc","four","mpfi",102.4,175.6,66.5,54.9,2326,122,3.31,3.54,8.7,92,4200,29,34,8948
"175",175,-1,"toyota celica gt","diesel","turbo","four","sedan","fwd","front","ohc","four","idi",102.4,175.6,66.5,54.9,2480,110,3.27,3.35,22.5,73,4500,30,33,10698
"176",176,-1,"toyota corona","gas","std","four","hatchback","fwd","front","ohc","four","mpfi",102.4,175.6,66.5,53.9,2414,122,3.31,3.54,8.7,92,4200,27,32,9988
"177",177,-1,"toyota corolla","gas","std","four","sedan","fwd","front","ohc","four","mpfi",102.4,175.6,66.5,54.9,2414,122,3.31,3.54,8.7,92,4200,27,32,10898
"178",178,-1,"toyota mark ii","gas","std","four","hatchback","fwd","front","ohc","four","mpfi",102.4,175.6,66.5,53.9,2458,122,3.31,3.54,8.7,92,4200,27,32,11248
"179",179,3,"toyota corolla liftback","gas","std","two","hatchback","rwd","front","dohc","six","mpfi",102.9,183.5,67.7,52,2976,171,3.27,3.35,9.3,161,5200,20,24,16558
"180",180,3,"toyota corona","gas","std","two","hatchback","rwd","front","dohc","six","mpfi",102.9,183.5,67.7,52,3016,171,3.27,3.35,9.3,161,5200,19,24,15998
"181",181,-1,"toyota starlet","gas","std","four","sedan","rwd","front","dohc","six","mpfi",104.5,187.8,66.5,54.1,3131,171,3.27,3.35,9.2,156,5200,20,24,15690
"182",182,-1,"toyouta tercel","gas","std","four","wagon","rwd","front","dohc","six","mpfi",104.5,187.8,66.5,54.1,3151,161,3.27,3.35,9.2,156,5200,19,24,15750
"183",183,2,"vokswagen rabbit","diesel","std","two","sedan","fwd","front","ohc","four","idi",97.3,171.7,65.5,55.7,2261,97,3.01,3.4,23,52,4800,37,46,7775
"184",184,2,"volkswagen 1131 deluxe sedan","gas","std","two","sedan","fwd","front","ohc","four","mpfi",97.3,171.7,65.5,55.7,2209,109,3.19,3.4,9,85,5250,27,34,7975
"185",185,2,"volkswagen model 111","diesel","std","four","sedan","fwd","front","ohc","four","idi",97.3,171.7,65.5,55.7,2264,97,3.01,3.4,23,52,4800,37,46,7995
"186",186,2,"volkswagen type 3","gas","std","four","sedan","fwd","front","ohc","four","mpfi",97.3,171.7,65.5,55.7,2212,109,3.19,3.4,9,85,5250,27,34,8195
"187",187,2,"volkswagen 411 (sw)","gas","std","four","sedan","fwd","front","ohc","four","mpfi",97.3,171.7,65.5,55.7,2275,109,3.19,3.4,9,85,5250,27,34,8495
"188",188,2,"volkswagen super beetle","diesel","turbo","four","sedan","fwd","front","ohc","four","idi",97.3,171.7,65.5,55.7,2319,97,3.01,3.4,23,68,4500,37,42,9495
"189",189,2,"volkswagen dasher","gas","std","four","sedan","fwd","front","ohc","four","mpfi",97.3,171.7,65.5,55.7,2300,109,3.19,3.4,10,100,5500,26,32,9995
"190",190,3,"vw dasher","gas","std","two","convertible","fwd","front","ohc","four","mpfi",94.5,159.3,64.2,55.6,2254,109,3.19,3.4,8.5,90,5500,24,29,11595
"191",191,3,"vw rabbit","gas","std","two","hatchback","fwd","front","ohc","four","mpfi",94.5,165.7,64,51.4,2221,109,3.19,3.4,8.5,90,5500,24,29,9980
"192",192,0,"volkswagen rabbit","gas","std","four","sedan","fwd","front","ohc","five","mpfi",100.4,180.2,66.9,55.1,2661,136,3.19,3.4,8.5,110,5500,19,24,13295
"193",193,0,"volkswagen rabbit custom","diesel","turbo","four","sedan","fwd","front","ohc","four","idi",100.4,180.2,66.9,55.1,2579,97,3.01,3.4,23,68,4500,33,38,13845
"194",194,0,"volkswagen dasher","gas","std","four","wagon","fwd","front","ohc","four","mpfi",100.4,183.1,66.9,55.1,2563,109,3.19,3.4,9,88,5500,25,31,12290
"195",195,-2,"volvo 145e (sw)","gas","std","four","sedan","rwd","front","ohc","four","mpfi",104.3,188.8,67.2,56.2,2912,141,3.78,3.15,9.5,114,5400,23,28,12940
"196",196,-1,"volvo 144ea","gas","std","four","wagon","rwd","front","ohc","four","mpfi",104.3,188.8,67.2,57.5,3034,141,3.78,3.15,9.5,114,5400,23,28,13415
"197",197,-2,"volvo 244dl","gas","std","four","sedan","rwd","front","ohc","four","mpfi",104.3,188.8,67.2,56.2,2935,141,3.78,3.15,9.5,114,5400,24,28,15985
"198",198,-1,"volvo 245","gas","std","four","wagon","rwd","front","ohc","four","mpfi",104.3,188.8,67.2,57.5,3042,141,3.78,3.15,9.5,114,5400,24,28,16515
"199",199,-2,"volvo 264gl","gas","turbo","four","sedan","rwd","front","ohc","four","mpfi",104.3,188.8,67.2,56.2,3045,130,3.62,3.15,7.5,162,5100,17,22,18420
"200",200,-1,"volvo diesel","gas","turbo","four","wagon","rwd","front","ohc","four","mpfi",104.3,188.8,67.2,57.5,3157,130,3.62,3.15,7.5,162,5100,17,22,18950
"201",201,-1,"volvo 145e (sw)","gas","std","four","sedan","rwd","front","ohc","four","mpfi",109.1,188.8,68.9,55.5,2952,141,3.78,3.15,9.5,114,5400,23,28,16845
"202",202,-1,"volvo 144ea","gas","turbo","four","sedan","rwd","front","ohc","four","mpfi",109.1,188.8,68.8,55.5,3049,141,3.78,3.15,8.7,160,5300,19,25,19045
"203",203,-1,"volvo 244dl","gas","std","four","sedan","rwd","front","ohcv","six","mpfi",109.1,188.8,68.9,55.5,3012,173,3.58,2.87,8.8,134,5500,18,23,21485
"204",204,-1,"volvo 246","diesel","turbo","four","sedan","rwd","front","ohc","six","idi",109.1,188.8,68.9,55.5,3217,145,3.01,3.4,23,106,4800,26,27,22470
"205",205,-1,"volvo 264gl","gas","turbo","four","sedan","rwd","front","ohc","four","mpfi",109.1,188.8,68.9,55.5,3062,141,3.78,3.15,9.5,114,5400,19,25,22625
